ID,Название задачи,Статус,ID проекта
7966,Task 7966,Завершена,1903
7967,Task 7967,Завершена,4803
7968,Task 7968,Завершена,6425
7969,Task 7969,Не начата,7314
7970,Task 7970,Завершена,8131
7971,Task 7971,В процессе,8350
7972,Task 7972,Не начата,6701
7973,Task 7973,Завершена,5652
7974,Task 7974,В процессе,1584
7975,Task 7975,Завершена,8587
7976,Task 7976,Завершена,6044
7977,Task 7977,В процессе,8299
7978,Task 7978,Не начата,7847
7979,Task 7979,Завершена,8527
7980,Task 7980,Не начата,1769
7981,Task 7981,Завершена,3477
7982,Task 7982,Завершена,6872
7983,Task 7983,В процессе,957
7984,Task 7984,Не начата,5298
7985,Task 7985,Завершена,4287
7986,Task 7986,Не начата,7763
7987,Task 7987,Не начата,6748
7988,Task 7988,Завершена,6470
7989,Task 7989,Завершена,9120
7990,Task 7990,Не начата,3607
7991,Task 7991,Не начата,1526
7992,Task 7992,Не начата,7942
7993,Task 7993,Завершена,4369
7994,Task 7994,В процессе,4913
7995,Task 7995,В процессе,1310
7996,Task 7996,В процессе,4523
7997,Task 7997,В процессе,1633
7998,Task 7998,В процессе,9647
7999,Task 7999,В процессе,966
8000,Task 8000,В процессе,642
8001,Task 8001,В процессе,950
8002,Task 8002,Завершена,1036
8003,Task 8003,В процессе,3998
8004,Task 8004,Завершена,1881
8005,Task 8005,Не начата,5924
8006,Task 8006,Завершена,2834
8007,Task 8007,Завершена,383
8008,Task 8008,В процессе,127
8009,Task 8009,В процессе,7795
8010,Task 8010,Не начата,2498
8011,Task 8011,Завершена,5286
8012,Task 8012,Завершена,5852
8013,Task 8013,Не начата,3442
8014,Task 8014,Не начата,9364
8015,Task 8015,Завершена,7186
8016,Task 8016,В процессе,8083
8017,Task 8017,Не начата,1475
8018,Task 8018,Завершена,2846
8019,Task 8019,Завершена,4184
8020,Task 8020,Не начата,5341
8021,Task 8021,В процессе,4374
8022,Task 8022,Завершена,8885
8023,Task 8023,Не начата,4382
8024,Task 8024,Завершена,7560
8025,Task 8025,Завершена,9969
8026,Task 8026,Не начата,2406
8027,Task 8027,Не начата,1403
8028,Task 8028,В процессе,9711
8029,Task 8029,В процессе,5312
8030,Task 8030,Не начата,2266
8031,Task 8031,Завершена,190
8032,Task 8032,В процессе,1138
8033,Task 8033,Не начата,2826
8034,Task 8034,Завершена,2621
8035,Task 8035,Не начата,6664
8036,Task 8036,В процессе,4992
8037,Task 8037,Не начата,2796
8038,Task 8038,Завершена,4414
8039,Task 8039,Завершена,5668
8040,Task 8040,Не начата,4603
8041,Task 8041,В процессе,8251
8042,Task 8042,Завершена,5106
8043,Task 8043,В процессе,6609
8044,Task 8044,Завершена,2739
8045,Task 8045,Не начата,9643
8046,Task 8046,Не начата,1006
8047,Task 8047,Не начата,8960
8048,Task 8048,Завершена,2020
8049,Task 8049,Завершена,4128
8050,Task 8050,В процессе,1807
8051,Task 8051,Завершена,3793
8052,Task 8052,Не начата,4478
8053,Task 8053,Завершена,2655
8054,Task 8054,Завершена,5896
8055,Task 8055,В процессе,224
8056,Task 8056,Завершена,3466
8057,Task 8057,В процессе,24
8058,Task 8058,Не начата,5510
8059,Task 8059,Не начата,6555
8060,Task 8060,В процессе,4488
8061,Task 8061,Завершена,4920
8062,Task 8062,В процессе,2955
8063,Task 8063,Не начата,3032
8064,Task 8064,Завершена,4307
8065,Task 8065,Не начата,5465
8066,Task 8066,Завершена,3697
8067,Task 8067,Завершена,5381
8068,Task 8068,В процессе,5536
8069,Task 8069,Завершена,4834
8070,Task 8070,В процессе,978
8071,Task 8071,Не начата,5509
8072,Task 8072,Не начата,4039
8073,Task 8073,Не начата,6434
8074,Task 8074,Не начата,2551
8075,Task 8075,Не начата,2435
8076,Task 8076,В процессе,5651
8077,Task 8077,В процессе,1349
8078,Task 8078,Не начата,4944
8079,Task 8079,Завершена,1423
8080,Task 8080,В процессе,2712
8081,Task 8081,Завершена,4063
8082,Task 8082,Не начата,1443
8083,Task 8083,Не начата,7233
8084,Task 8084,Не начата,8031
8085,Task 8085,Завершена,7825
8086,Task 8086,В процессе,4815
8087,Task 8087,Не начата,5035
8088,Task 8088,В процессе,4489
8089,Task 8089,Завершена,7307
8090,Task 8090,Завершена,165
8091,Task 8091,Завершена,2376
8092,Task 8092,Завершена,7238
8093,Task 8093,В процессе,6587
8094,Task 8094,Завершена,6227
8095,Task 8095,В процессе,8940
8096,Task 8096,Завершена,795
8097,Task 8097,Не начата,157
8098,Task 8098,Не начата,7760
8099,Task 8099,Завершена,1026
8100,Task 8100,Не начата,7859
8101,Task 8101,Не начата,6077
8102,Task 8102,Завершена,3120
8103,Task 8103,Завершена,6466
8104,Task 8104,В процессе,9296
8105,Task 8105,Не начата,3387
8106,Task 8106,Не начата,6262
8107,Task 8107,В процессе,954
8108,Task 8108,Завершена,1790
8109,Task 8109,В процессе,3294
8110,Task 8110,Завершена,5471
8111,Task 8111,Не начата,8149
8112,Task 8112,Завершена,7286
8113,Task 8113,В процессе,4123
8114,Task 8114,Не начата,7746
8115,Task 8115,Не начата,1130
8116,Task 8116,Не начата,345
8117,Task 8117,Завершена,3710
8118,Task 8118,Не начата,8334
8119,Task 8119,Не начата,860
8120,Task 8120,В процессе,9825
8121,Task 8121,В процессе,6858
8122,Task 8122,В процессе,545
8123,Task 8123,В процессе,692
8124,Task 8124,Не начата,1389
8125,Task 8125,Не начата,427
8126,Task 8126,Не начата,2954
8127,Task 8127,Не начата,1491
8128,Task 8128,В процессе,4705
8129,Task 8129,Не начата,9251
8130,Task 8130,Не начата,1763
8131,Task 8131,Не начата,9992
8132,Task 8132,Не начата,4656
8133,Task 8133,Не начата,2931
8134,Task 8134,Не начата,2690
8135,Task 8135,Завершена,4539
8136,Task 8136,В процессе,2263
8137,Task 8137,Не начата,1725
8138,Task 8138,В процессе,5946
8139,Task 8139,Не начата,4349
8140,Task 8140,В процессе,3307
8141,Task 8141,Не начата,562
8142,Task 8142,Завершена,4773
8143,Task 8143,Завершена,7916
8144,Task 8144,Завершена,2620
8145,Task 8145,В процессе,7631
8146,Task 8146,В процессе,7965
8147,Task 8147,Завершена,1501
8148,Task 8148,В процессе,1201
8149,Task 8149,Завершена,5759
8150,Task 8150,Не начата,602
8151,Task 8151,Завершена,8056
8152,Task 8152,В процессе,7656
8153,Task 8153,Не начата,7195
8154,Task 8154,В процессе,9876
8155,Task 8155,Завершена,947
8156,Task 8156,В процессе,1764
8157,Task 8157,Завершена,8776
8158,Task 8158,В процессе,8749
8159,Task 8159,Не начата,8242
8160,Task 8160,В процессе,5672
8161,Task 8161,В процессе,3727
8162,Task 8162,В процессе,815
8163,Task 8163,Не начата,3224
8164,Task 8164,В процессе,8827
8165,Task 8165,Завершена,865
8166,Task 8166,Не начата,8625
8167,Task 8167,В процессе,8368
8168,Task 8168,Не начата,2124
8169,Task 8169,Завершена,7928
8170,Task 8170,Не начата,1101
8171,Task 8171,Не начата,5835
8172,Task 8172,Завершена,2648
8173,Task 8173,В процессе,2347
8174,Task 8174,В процессе,6006
8175,Task 8175,В процессе,6045
8176,Task 8176,Не начата,8790
8177,Task 8177,Завершена,7323
8178,Task 8178,Не начата,8501
8179,Task 8179,В процессе,8466
8180,Task 8180,Завершена,1134
8181,Task 8181,Завершена,9296
8182,Task 8182,Не начата,6608
8183,Task 8183,Не начата,1362
8184,Task 8184,В процессе,8117
8185,Task 8185,Не начата,2353
8186,Task 8186,В процессе,5491
8187,Task 8187,Не начата,7642
8188,Task 8188,Завершена,4316
8189,Task 8189,В процессе,5320
8190,Task 8190,В процессе,6374
8191,Task 8191,Не начата,1294
8192,Task 8192,Завершена,8301
8193,Task 8193,Завершена,9647
8194,Task 8194,Завершена,4393
8195,Task 8195,Завершена,2974
8196,Task 8196,Не начата,1806
8197,Task 8197,Не начата,8471
8198,Task 8198,В процессе,7059
8199,Task 8199,В процессе,307
8200,Task 8200,Не начата,5053
8201,Task 8201,Завершена,9175
8202,Task 8202,В процессе,5621
8203,Task 8203,В процессе,3455
8204,Task 8204,Завершена,9248
8205,Task 8205,Не начата,3509
8206,Task 8206,В процессе,2946
8207,Task 8207,В процессе,5569
8208,Task 8208,Завершена,5151
8209,Task 8209,В процессе,9983
8210,Task 8210,Не начата,661
8211,Task 8211,В процессе,1741
8212,Task 8212,Не начата,7117
8213,Task 8213,Завершена,243
8214,Task 8214,Не начата,4163
8215,Task 8215,Завершена,9020
8216,Task 8216,В процессе,7722
8217,Task 8217,Завершена,7883
8218,Task 8218,Не начата,5112
8219,Task 8219,Не начата,9536
8220,Task 8220,В процессе,2568
8221,Task 8221,Не начата,2667
8222,Task 8222,В процессе,7616
8223,Task 8223,В процессе,3496
8224,Task 8224,В процессе,2607
8225,Task 8225,Не начата,2832
8226,Task 8226,Не начата,9030
8227,Task 8227,Не начата,355
8228,Task 8228,В процессе,1873
8229,Task 8229,Не начата,3104
8230,Task 8230,В процессе,578
8231,Task 8231,В процессе,1703
8232,Task 8232,Завершена,2581
8233,Task 8233,Завершена,4833
8234,Task 8234,Не начата,1170
8235,Task 8235,В процессе,9999
8236,Task 8236,Не начата,1018
8237,Task 8237,Не начата,6931
8238,Task 8238,В процессе,8995
8239,Task 8239,Завершена,2162
8240,Task 8240,Завершена,9906
8241,Task 8241,Завершена,8811
8242,Task 8242,Не начата,8768
8243,Task 8243,В процессе,9219
8244,Task 8244,Не начата,3387
8245,Task 8245,Не начата,8451
8246,Task 8246,В процессе,1606
8247,Task 8247,Не начата,8882
8248,Task 8248,В процессе,1134
8249,Task 8249,В процессе,4590
8250,Task 8250,Завершена,6463
8251,Task 8251,Завершена,9162
8252,Task 8252,Не начата,3025
8253,Task 8253,Завершена,6715
8254,Task 8254,В процессе,222
8255,Task 8255,В процессе,9101
8256,Task 8256,В процессе,5067
8257,Task 8257,Не начата,6587
8258,Task 8258,В процессе,8002
8259,Task 8259,Завершена,9910
8260,Task 8260,Завершена,8322
8261,Task 8261,Завершена,6629
8262,Task 8262,Завершена,7856
8263,Task 8263,Не начата,225
8264,Task 8264,Не начата,4273
8265,Task 8265,Не начата,8851
8266,Task 8266,В процессе,5707
8267,Task 8267,Не начата,4319
8268,Task 8268,Завершена,3457
8269,Task 8269,Не начата,6235
8270,Task 8270,В процессе,7283
8271,Task 8271,Не начата,8139
8272,Task 8272,Не начата,6045
8273,Task 8273,Не начата,5910
8274,Task 8274,Не начата,6063
8275,Task 8275,В процессе,1500
8276,Task 8276,Завершена,541
8277,Task 8277,Не начата,6186
8278,Task 8278,В процессе,1386
8279,Task 8279,В процессе,3033
8280,Task 8280,В процессе,8114
8281,Task 8281,Завершена,95
8282,Task 8282,Не начата,3182
8283,Task 8283,Завершена,8231
8284,Task 8284,В процессе,9084
8285,Task 8285,Не начата,6954
8286,Task 8286,В процессе,9427
8287,Task 8287,Не начата,7688
8288,Task 8288,Завершена,3929
8289,Task 8289,Завершена,6793
8290,Task 8290,В процессе,6626
8291,Task 8291,Завершена,6889
8292,Task 8292,Не начата,1146
8293,Task 8293,Завершена,3014
8294,Task 8294,Завершена,4733
8295,Task 8295,В процессе,2227
8296,Task 8296,Завершена,4404
8297,Task 8297,Не начата,3663
